rut,fecha,bloque,area,disponible
9.100.025-3,2025-10-01,TARDE,Cardiologia,True
9.100.025-3,2025-10-01,NOCHE,Oncologia,False
9.100.025-3,2025-10-02,MANANA,UCI,False
9.100.025-3,2025-10-02,TARDE,Geriatria,True
9.100.025-3,2025-10-02,NOCHE,SalaMedica,True
9.100.025-3,2025-10-03,MANANA,SalaMedica,True
9.100.025-3,2025-10-03,TARDE,Cardiologia,True
9.100.025-3,2025-10-03,NOCHE,Hospitalizacion,True
9.100.025-3,2025-10-04,MANANA,Urgencias,True
9.100.025-3,2025-10-04,TARDE,Dialisis,True
9.100.025-3,2025-10-04,NOCHE,Psiquiatria,False
9.100.025-3,2025-10-05,MANANA,UCI,False
9.100.025-3,2025-10-05,TARDE,Urgencias,False
9.100.025-3,2025-10-05,NOCHE,Recuperacion,True
9.100.025-3,2025-10-06,MANANA,Geriatria,True
9.100.025-3,2025-10-06,TARDE,Traumatologia,False
9.100.025-3,2025-10-06,NOCHE,Oncologia,True
9.100.025-3,2025-10-07,MANANA,Traumatologia,False
9.100.025-3,2025-10-07,TARDE,Quirurgico,True
9.100.025-3,2025-10-07,NOCHE,Psiquiatria,False
9.100.025-3,2025-10-08,MANANA,UCI,True
9.100.025-3,2025-10-08,TARDE,Urgencias,True
9.100.025-3,2025-10-08,NOCHE,Oncologia,False
9.100.025-3,2025-10-09,MANANA,Psiquiatria,True
9.100.025-3,2025-10-09,TARDE,Quirurgico,False
9.100.025-3,2025-10-09,NOCHE,Oncologia,False
9.100.025-3,2025-10-10,MANANA,Infectologia,True
9.100.025-3,2025-10-10,TARDE,Infectologia,True
9.100.025-3,2025-10-10,NOCHE,Psiquiatria,True
9.100.025-3,2025-10-11,MANANA,Urgencias,False
9.100.025-3,2025-10-11,TARDE,Urgencias,False
9.100.025-3,2025-10-11,NOCHE,Pediatria,False
9.100.025-3,2025-10-12,MANANA,Geriatria,True
9.100.025-3,2025-10-12,TARDE,Neonatologia,True
9.100.025-3,2025-10-12,NOCHE,UCI,True
9.100.026-1,2025-09-29,MANANA,Psiquiatria,False
9.100.026-1,2025-09-29,TARDE,Recuperacion,False
9.100.026-1,2025-09-29,NOCHE,Geriatria,False
9.100.026-1,2025-09-30,MANANA,Pediatria,False
9.100.026-1,2025-09-30,TARDE,Cardiologia,True
9.100.026-1,2025-09-30,NOCHE,UCI,True
9.100.026-1,2025-10-01,MANANA,Traumatologia,False
9.100.026-1,2025-10-01,TARDE,Dialisis,True
9.100.026-1,2025-10-01,NOCHE,SalaMedica,True
9.100.026-1,2025-10-02,MANANA,Oncologia,True
9.100.026-1,2025-10-02,TARDE,Psiquiatria,False
9.100.026-1,2025-10-02,NOCHE,Pediatria,False
9.100.026-1,2025-10-03,MANANA,Neonatologia,False
9.100.026-1,2025-10-03,TARDE,Geriatria,False
9.100.026-1,2025-10-03,NOCHE,UCI,False
9.100.026-1,2025-10-04,MANANA,Geriatria,True
9.100.026-1,2025-10-04,TARDE,Recuperacion,True
9.100.026-1,2025-10-04,NOCHE,Hospitalizacion,True
9.100.026-1,2025-10-05,MANANA,Geriatria,True
9.100.026-1,2025-10-05,TARDE,UCI,True
9.100.026-1,2025-10-05,NOCHE,UCI,True
9.100.026-1,2025-10-06,MANANA,Neonatologia,True
9.100.026-1,2025-10-06,TARDE,Neonatologia,True
9.100.026-1,2025-10-06,NOCHE,Psiquiatria,True
9.100.026-1,2025-10-07,MANANA,Hospitalizacion,False
9.100.026-1,2025-10-07,TARDE,Cardiologia,True
9.100.026-1,2025-10-07,NOCHE,Hospitalizacion,True
9.100.026-1,2025-10-08,MANANA,UCI,True
9.100.026-1,2025-10-08,TARDE,Geriatria,True
9.100.026-1,2025-10-08,NOCHE,Cardiologia,False
9.100.026-1,2025-10-09,MANANA,Recuperacion,True
9.100.026-1,2025-10-09,TARDE,UCI,False
9.100.026-1,2025-10-09,NOCHE,Cardiologia,True
9.100.026-1,2025-10-10,MANANA,UCI,False
9.100.026-1,2025-10-10,TARDE,Cardiologia,False
9.100.026-1,2025-10-10,NOCHE,Hospitalizacion,False
9.100.026-1,2025-10-11,MANANA,Dialisis,True
9.100.026-1,2025-10-11,TARDE,Quirurgico,True
9.100.026-1,2025-10-11,NOCHE,Geriatria,False
9.100.026-1,2025-10-12,MANANA,Hospitalizacion,True
9.100.026-1,2025-10-12,TARDE,Cardiologia,True
9.100.026-1,2025-10-12,NOCHE,Cardiologia,False
9.100.027-K,2025-09-29,MANANA,Pediatria,True
9.100.027-K,2025-09-29,TARDE,UCI,True
9.100.027-K,2025-09-29,NOCHE,Oncologia,False
9.100.027-K,2025-09-30,MANANA,SalaMedica,True
9.100.027-K,2025-09-30,TARDE,Psiquiatria,True
9.100.027-K,2025-09-30,NOCHE,Infectologia,True
9.100.027-K,2025-10-01,MANANA,Pediatria,True
9.100.027-K,2025-10-01,TARDE,Traumatologia,True
9.100.027-K,2025-10-01,NOCHE,Urgencias,True
9.100.027-K,2025-10-02,MANANA,SalaMedica,True
9.100.027-K,2025-10-02,TARDE,Traumatologia,True
9.100.027-K,2025-10-02,NOCHE,Cardiologia,True
9.100.027-K,2025-10-03,MANANA,Urgencias,True
9.100.027-K,2025-10-03,TARDE,UCI,True
9.100.027-K,2025-10-03,NOCHE,Pediatria,True
9.100.027-K,2025-10-04,MANANA,UCI,True
9.100.027-K,2025-10-04,TARDE,Geriatria,True
9.100.027-K,2025-10-04,NOCHE,Traumatologia,True
9.100.027-K,2025-10-05,MANANA,SalaMedica,True
9.100.027-K,2025-10-05,TARDE,UCI,True
9.100.027-K,2025-10-05,NOCHE,UCI,True
9.100.027-K,2025-10-06,MANANA,Dialisis,False
9.100.027-K,2025-10-06,TARDE,Traumatologia,False
9.100.027-K,2025-10-06,NOCHE,SalaMedica,True
9.100.027-K,2025-10-07,MANANA,Neonatologia,True
9.100.027-K,2025-10-07,TARDE,Oncologia,True
9.100.027-K,2025-10-07,NOCHE,SalaMedica,False
9.100.027-K,2025-10-08,MANANA,Infectologia,True
9.100.027-K,2025-10-08,TARDE,Geriatria,False
9.100.027-K,2025-10-08,NOCHE,Recuperacion,True
9.100.027-K,2025-10-09,MANANA,Infectologia,True
9.100.027-K,2025-10-09,TARDE,Pediatria,True
9.100.027-K,2025-10-09,NOCHE,Cardiologia,False
9.100.027-K,2025-10-10,MANANA,UCI,True
9.100.027-K,2025-10-10,TARDE,Oncologia,True
9.100.027-K,2025-10-10,NOCHE,Urgencias,True
9.100.027-K,2025-10-11,MANANA,Geriatria,True
9.100.027-K,2025-10-11,TARDE,UCI,True
9.100.027-K,2025-10-11,NOCHE,SalaMedica,False
9.100.027-K,2025-10-12,MANANA,Psiquiatria,True
9.100.027-K,2025-10-12,TARDE,Dialisis,True
9.100.027-K,2025-10-12,NOCHE,Infectologia,False
9.100.028-8,2025-09-29,MANANA,Infectologia,False
9.100.028-8,2025-09-29,TARDE,Psiquiatria,True
9.100.028-8,2025-09-29,NOCHE,Hospitalizacion,True
9.100.028-8,2025-09-30,MANANA,Dialisis,True
9.100.028-8,2025-09-30,TARDE,UCI,True
9.100.028-8,2025-09-30,NOCHE,Pediatria,True
9.100.028-8,2025-10-01,MANANA,Cardiologia,True
9.100.028-8,2025-10-01,TARDE,Urgencias,True
9.100.028-8,2025-10-01,NOCHE,Neonatologia,False
9.100.028-8,2025-10-02,MANANA,Psiquiatria,False
9.100.028-8,2025-10-02,TARDE,Infectologia,True
9.100.028-8,2025-10-02,NOCHE,Infectologia,True
9.100.028-8,2025-10-03,MANANA,Neonatologia,False
9.100.028-8,2025-10-03,TARDE,Oncologia,False
9.100.028-8,2025-10-03,NOCHE,Recuperacion,False
9.100.028-8,2025-10-04,MANANA,Hospitalizacion,True
9.100.028-8,2025-10-04,TARDE,Quirurgico,True
9.100.028-8,2025-10-04,NOCHE,Quirurgico,False
9.100.028-8,2025-10-05,MANANA,Geriatria,True
9.100.028-8,2025-10-05,TARDE,Quirurgico,True
9.100.028-8,2025-10-05,NOCHE,Oncologia,True
9.100.028-8,2025-10-06,MANANA,Hospitalizacion,True
9.100.028-8,2025-10-06,TARDE,Urgencias,True
9.100.028-8,2025-10-06,NOCHE,Infectologia,False
9.100.028-8,2025-10-07,MANANA,Quirurgico,True
9.100.028-8,2025-10-07,TARDE,Oncologia,True
9.100.028-8,2025-10-07,NOCHE,Psiquiatria,False
9.100.028-8,2025-10-08,MANANA,Quirurgico,True
9.100.028-8,2025-10-08,TARDE,SalaMedica,True
9.100.028-8,2025-10-08,NOCHE,Psiquiatria,True
9.100.028-8,2025-10-09,MANANA,Traumatologia,True
9.100.028-8,2025-10-09,TARDE,Traumatologia,False
9.100.028-8,2025-10-09,NOCHE,Quirurgico,True
9.100.028-8,2025-10-10,MANANA,UCI,True
9.100.028-8,2025-10-10,TARDE,Urgencias,True
9.100.028-8,2025-10-10,NOCHE,Geriatria,True
9.100.028-8,2025-10-11,MANANA,Neonatologia,False
9.100.028-8,2025-10-11,TARDE,Urgencias,False
9.100.028-8,2025-10-11,NOCHE,Neonatologia,False
9.100.028-8,2025-10-12,MANANA,Infectologia,False
9.100.028-8,2025-10-12,TARDE,SalaMedica,True
9.100.028-8,2025-10-12,NOCHE,SalaMedica,True
9.100.029-6,2025-09-29,MANANA,Oncologia,True
9.100.029-6,2025-09-29,TARDE,Dialisis,True
9.100.029-6,2025-09-29,NOCHE,Dialisis,True
9.100.029-6,2025-09-30,MANANA,Geriatria,False
9.100.029-6,2025-09-30,TARDE,Oncologia,True
9.100.029-6,2025-09-30,NOCHE,Pediatria,True
9.100.029-6,2025-10-01,MANANA,UCI,True
9.100.029-6,2025-10-01,TARDE,Neonatologia,False
9.100.029-6,2025-10-01,NOCHE,Dialisis,True
9.100.029-6,2025-10-02,MANANA,Cardiologia,True
9.100.029-6,2025-10-02,TARDE,Oncologia,True
9.100.029-6,2025-10-02,NOCHE,Traumatologia,True
9.100.029-6,2025-10-03,MANANA,SalaMedica,False
9.100.029-6,2025-10-03,TARDE,Cardiologia,True
9.100.029-6,2025-10-03,NOCHE,Cardiologia,True
9.100.029-6,2025-10-04,MANANA,Oncologia,True
9.100.029-6,2025-10-04,TARDE,Traumatologia,True
9.100.029-6,2025-10-04,NOCHE,Pediatria,False
9.100.029-6,2025-10-05,MANANA,Hospitalizacion,False
9.100.029-6,2025-10-05,TARDE,Traumatologia,False
9.100.029-6,2025-10-05,NOCHE,Urgencias,False
9.100.029-6,2025-10-06,MANANA,Urgencias,False
9.100.029-6,2025-10-06,TARDE,Neonatologia,False
9.100.029-6,2025-10-06,NOCHE,SalaMedica,True
9.100.029-6,2025-10-07,MANANA,Traumatologia,False
9.100.029-6,2025-10-07,TARDE,Traumatologia,False
9.100.029-6,2025-10-07,NOCHE,Cardiologia,True
9.100.029-6,2025-10-08,MANANA,Neonatologia,True
9.100.029-6,2025-10-08,TARDE,Geriatria,True
9.100.029-6,2025-10-08,NOCHE,Traumatologia,True
9.100.029-6,2025-10-09,MANANA,Cardiologia,False
9.100.029-6,2025-10-09,TARDE,SalaMedica,True
9.100.029-6,2025-10-09,NOCHE,Recuperacion,False
9.100.029-6,2025-10-10,MANANA,Cardiologia,False
9.100.029-6,2025-10-10,TARDE,Urgencias,True
9.100.029-6,2025-10-10,NOCHE,Recuperacion,True
9.100.029-6,2025-10-11,MANANA,Recuperacion,False
9.100.029-6,2025-10-11,TARDE,UCI,False
9.100.029-6,2025-10-11,NOCHE,Oncologia,True
9.100.029-6,2025-10-12,MANANA,Infectologia,False
9.100.029-6,2025-10-12,TARDE,UCI,True
9.100.029-6,2025-10-12,NOCHE,Psiquiatria,False
9.100.030-K,2025-09-29,MANANA,Geriatria,True
9.100.030-K,2025-09-29,TARDE,Neonatologia,True
9.100.030-K,2025-09-29,NOCHE,Recuperacion,True
9.100.030-K,2025-09-30,MANANA,Urgencias,False
9.100.030-K,2025-09-30,TARDE,UCI,False
9.100.030-K,2025-09-30,NOCHE,Psiquiatria,False
9.100.030-K,2025-10-01,MANANA,Neonatologia,True
9.100.030-K,2025-10-01,TARDE,Psiquiatria,False
9.100.030-K,2025-10-01,NOCHE,Psiquiatria,True
9.100.030-K,2025-10-02,MANANA,Geriatria,False
9.100.030-K,2025-10-02,TARDE,Cardiologia,False
9.100.030-K,2025-10-02,NOCHE,Recuperacion,False
9.100.030-K,2025-10-03,MANANA,UCI,True
9.100.030-K,2025-10-03,TARDE,UCI,True
9.100.030-K,2025-10-03,NOCHE,Quirurgico,True
9.100.030-K,2025-10-04,MANANA,Quirurgico,True
9.100.030-K,2025-10-04,TARDE,Geriatria,False
9.100.030-K,2025-10-04,NOCHE,UCI,False
9.100.030-K,2025-10-05,MANANA,Dialisis,True
9.100.030-K,2025-10-05,TARDE,UCI,True
9.100.030-K,2025-10-05,NOCHE,Recuperacion,False
9.100.030-K,2025-10-06,MANANA,UCI,True
9.100.030-K,2025-10-06,TARDE,Quirurgico,True
9.100.030-K,2025-10-06,NOCHE,Pediatria,True
9.100.030-K,2025-10-07,MANANA,Recuperacion,False
9.100.030-K,2025-10-07,TARDE,Oncologia,False
9.100.030-K,2025-10-07,NOCHE,Neonatologia,True
9.100.030-K,2025-10-08,MANANA,Pediatria,True
9.100.030-K,2025-10-08,TARDE,SalaMedica,True
9.100.030-K,2025-10-08,NOCHE,Quirurgico,False
9.100.030-K,2025-10-09,MANANA,Urgencias,False
9.100.030-K,2025-10-09,TARDE,Traumatologia,True
9.100.030-K,2025-10-09,NOCHE,Cardiologia,False
9.100.030-K,2025-10-10,MANANA,UCI,True
9.100.030-K,2025-10-10,TARDE,Pediatria,False
9.100.030-K,2025-10-10,NOCHE,Recuperacion,False
9.100.030-K,2025-10-11,MANANA,Cardiologia,True
9.100.030-K,2025-10-11,TARDE,Urgencias,False
9.100.030-K,2025-10-11,NOCHE,Pediatria,True
9.100.030-K,2025-10-12,MANANA,Neonatologia,True
9.100.030-K,2025-10-12,TARDE,Cardiologia,True
9.100.030-K,2025-10-12,NOCHE,Geriatria,True
9.100.031-8,2025-09-29,MANANA,UCI,True
9.100.031-8,2025-09-29,TARDE,UCI,True
9.100.031-8,2025-09-29,NOCHE,Psiquiatria,True
9.100.031-8,2025-09-30,MANANA,Recuperacion,True
9.100.031-8,2025-09-30,TARDE,Pediatria,False
9.100.031-8,2025-09-30,NOCHE,Neonatologia,True
9.100.031-8,2025-10-01,MANANA,Quirurgico,True
9.100.031-8,2025-10-01,TARDE,Recuperacion,True
9.100.031-8,2025-10-01,NOCHE,Geriatria,False
9.100.031-8,2025-10-02,MANANA,Oncologia,False
9.100.031-8,2025-10-02,TARDE,Quirurgico,False
9.100.031-8,2025-10-02,NOCHE,UCI,False
9.100.031-8,2025-10-03,MANANA,Traumatologia,True
9.100.031-8,2025-10-03,TARDE,Cardiologia,False
9.100.031-8,2025-10-03,NOCHE,UCI,True
9.100.031-8,2025-10-04,MANANA,Geriatria,True
9.100.031-8,2025-10-04,TARDE,SalaMedica,False
9.100.031-8,2025-10-04,NOCHE,SalaMedica,False
9.100.031-8,2025-10-05,MANANA,Neonatologia,True
9.100.031-8,2025-10-05,TARDE,Geriatria,True
9.100.031-8,2025-10-05,NOCHE,UCI,True
9.100.031-8,2025-10-06,MANANA,SalaMedica,True
9.100.031-8,2025-10-06,TARDE,Oncologia,True
9.100.031-8,2025-10-06,NOCHE,Urgencias,True
9.100.031-8,2025-10-07,MANANA,Quirurgico,True
9.100.031-8,2025-10-07,TARDE,Geriatria,True
9.100.031-8,2025-10-07,NOCHE,Recuperacion,False
9.100.031-8,2025-10-08,MANANA,Urgencias,True
9.100.031-8,2025-10-08,TARDE,Traumatologia,False
9.100.031-8,2025-10-08,NOCHE,Pediatria,False
9.100.031-8,2025-10-09,MANANA,Infectologia,True
9.100.031-8,2025-10-09,TARDE,Urgencias,True
9.100.031-8,2025-10-09,NOCHE,Psiquiatria,True
9.100.031-8,2025-10-10,MANANA,Psiquiatria,True
9.100.031-8,2025-10-10,TARDE,Psiquiatria,True
9.100.031-8,2025-10-10,NOCHE,Hospitalizacion,True
9.100.031-8,2025-10-11,MANANA,Quirurgico,True
9.100.031-8,2025-10-11,TARDE,UCI,True
9.100.031-8,2025-10-11,NOCHE,Pediatria,False
9.100.031-8,2025-10-12,MANANA,UCI,True
9.100.031-8,2025-10-12,TARDE,Quirurgico,True
9.100.031-8,2025-10-12,NOCHE,Urgencias,True
9.100.032-6,2025-09-29,MANANA,Traumatologia,True
9.100.032-6,2025-09-29,TARDE,Traumatologia,True
9.100.032-6,2025-09-29,NOCHE,UCI,True
9.100.032-6,2025-09-30,MANANA,SalaMedica,True
9.100.032-6,2025-09-30,TARDE,Infectologia,True
9.100.032-6,2025-09-30,NOCHE,Geriatria,False
9.100.032-6,2025-10-01,MANANA,Dialisis,False
9.100.032-6,2025-10-01,TARDE,Urgencias,True
9.100.032-6,2025-10-01,NOCHE,Geriatria,False
9.100.032-6,2025-10-02,MANANA,Urgencias,True
9.100.032-6,2025-10-02,TARDE,UCI,True
9.100.032-6,2025-10-02,NOCHE,Geriatria,True
9.100.032-6,2025-10-03,MANANA,Quirurgico,True
9.100.032-6,2025-10-03,TARDE,UCI,True
9.100.032-6,2025-10-03,NOCHE,Infectologia,False
9.100.032-6,2025-10-04,MANANA,Recuperacion,True
9.100.032-6,2025-10-04,TARDE,Hospitalizacion,False
9.100.032-6,2025-10-04,NOCHE,Geriatria,True
9.100.032-6,2025-10-05,MANANA,Oncologia,True
9.100.032-6,2025-10-05,TARDE,UCI,True
9.100.032-6,2025-10-05,NOCHE,Pediatria,True
9.100.032-6,2025-10-06,MANANA,Geriatria,True
9.100.032-6,2025-10-06,TARDE,UCI,False
9.100.032-6,2025-10-06,NOCHE,SalaMedica,False
9.100.032-6,2025-10-07,MANANA,SalaMedica,True
9.100.032-6,2025-10-07,TARDE,SalaMedica,True
9.100.032-6,2025-10-07,NOCHE,Quirurgico,True
9.100.032-6,2025-10-08,MANANA,Urgencias,True
9.100.032-6,2025-10-08,TARDE,Cardiologia,False
9.100.032-6,2025-10-08,NOCHE,Dialisis,True
9.100.032-6,2025-10-09,MANANA,Recuperacion,True
9.100.032-6,2025-10-09,TARDE,Quirurgico,True
9.100.032-6,2025-10-09,NOCHE,Pediatria,True
9.100.032-6,2025-10-10,MANANA,Hospitalizacion,True
9.100.032-6,2025-10-10,TARDE,Traumatologia,False
9.100.032-6,2025-10-10,NOCHE,Psiquiatria,True
9.100.032-6,2025-10-11,MANANA,Urgencias,True
9.100.032-6,2025-10-11,TARDE,Cardiologia,True
9.100.032-6,2025-10-11,NOCHE,Urgencias,False
9.100.032-6,2025-10-12,MANANA,Dialisis,True
9.100.032-6,2025-10-12,TARDE,Traumatologia,True
9.100.032-6,2025-10-12,NOCHE,UCI,True
9.100.033-4,2025-09-29,MANANA,Recuperacion,True
9.100.033-4,2025-09-29,TARDE,Dialisis,True
9.100.033-4,2025-09-29,NOCHE,UCI,True
9.100.033-4,2025-09-30,MANANA,Oncologia,True
9.100.033-4,2025-09-30,TARDE,UCI,False
9.100.033-4,2025-09-30,NOCHE,SalaMedica,False
9.100.033-4,2025-10-01,MANANA,Recuperacion,True
9.100.033-4,2025-10-01,TARDE,SalaMedica,True
9.100.033-4,2025-10-01,NOCHE,SalaMedica,False
9.100.033-4,2025-10-02,MANANA,Geriatria,False
9.100.033-4,2025-10-02,TARDE,Dialisis,True
9.100.033-4,2025-10-02,NOCHE,Oncologia,False
9.100.033-4,2025-10-03,MANANA,UCI,True
9.100.033-4,2025-10-03,TARDE,SalaMedica,True
9.100.033-4,2025-10-03,NOCHE,Recuperacion,False
9.100.033-4,2025-10-04,MANANA,SalaMedica,False
9.100.033-4,2025-10-04,TARDE,Traumatologia,False
9.100.033-4,2025-10-04,NOCHE,Geriatria,True
9.100.033-4,2025-10-05,MANANA,Traumatologia,True
9.100.033-4,2025-10-05,TARDE,Pediatria,True
9.100.033-4,2025-10-05,NOCHE,Infectologia,True
9.100.033-4,2025-10-06,MANANA,Cardiologia,False
9.100.033-4,2025-10-06,TARDE,Traumatologia,True
9.100.033-4,2025-10-06,NOCHE,UCI,True
9.100.033-4,2025-10-07,MANANA,Hospitalizacion,True
9.100.033-4,2025-10-07,TARDE,Cardiologia,True
9.100.033-4,2025-10-07,NOCHE,Neonatologia,False
9.100.033-4,2025-10-08,MANANA,Geriatria,True
9.100.033-4,2025-10-08,TARDE,Oncologia,True
9.100.033-4,2025-10-08,NOCHE,Oncologia,False
9.100.033-4,2025-10-09,MANANA,UCI,True
9.100.033-4,2025-10-09,TARDE,Quirurgico,False
9.100.033-4,2025-10-09,NOCHE,SalaMedica,True
9.100.033-4,2025-10-10,MANANA,Geriatria,True
9.100.033-4,2025-10-10,TARDE,Quirurgico,False
9.100.033-4,2025-10-10,NOCHE,SalaMedica,False
9.100.033-4,2025-10-11,MANANA,Cardiologia,True
9.100.033-4,2025-10-11,TARDE,Geriatria,True
9.100.033-4,2025-10-11,NOCHE,Dialisis,True
9.100.033-4,2025-10-12,MANANA,Psiquiatria,True
9.100.033-4,2025-10-12,TARDE,Urgencias,False
9.100.033-4,2025-10-12,NOCHE,UCI,True
9.100.034-2,2025-09-29,MANANA,Pediatria,True
9.100.034-2,2025-09-29,TARDE,UCI,True
9.100.034-2,2025-09-29,NOCHE,Hospitalizacion,True
9.100.034-2,2025-09-30,MANANA,SalaMedica,True
9.100.034-2,2025-09-30,TARDE,Oncologia,True
9.100.034-2,2025-09-30,NOCHE,Traumatologia,False
9.100.034-2,2025-10-01,MANANA,Neonatologia,True
9.100.034-2,2025-10-01,TARDE,Hospitalizacion,False
9.100.034-2,2025-10-01,NOCHE,Hospitalizacion,True
9.100.034-2,2025-10-02,MANANA,Geriatria,True
9.100.034-2,2025-10-02,TARDE,Traumatologia,True
9.100.034-2,2025-10-02,NOCHE,Cardiologia,True
9.100.034-2,2025-10-03,MANANA,Neonatologia,False
9.100.034-2,2025-10-03,TARDE,Urgencias,True
9.100.034-2,2025-10-03,NOCHE,UCI,False
9.100.034-2,2025-10-04,MANANA,Dialisis,True
9.100.034-2,2025-10-04,TARDE,Geriatria,False
9.100.034-2,2025-10-04,NOCHE,Neonatologia,False
9.100.034-2,2025-10-05,MANANA,Geriatria,True
9.100.034-2,2025-10-05,TARDE,Urgencias,False
9.100.034-2,2025-10-05,NOCHE,Dialisis,True
9.100.034-2,2025-10-06,MANANA,Oncologia,True
9.100.034-2,2025-10-06,TARDE,Urgencias,False
9.100.034-2,2025-10-06,NOCHE,UCI,True
9.100.034-2,2025-10-07,MANANA,Dialisis,True
9.100.034-2,2025-10-07,TARDE,SalaMedica,True
9.100.034-2,2025-10-07,NOCHE,Neonatologia,True
9.100.034-2,2025-10-08,MANANA,Pediatria,True
9.100.034-2,2025-10-08,TARDE,Psiquiatria,False
9.100.034-2,2025-10-08,NOCHE,Pediatria,False
9.100.034-2,2025-10-09,MANANA,Geriatria,False
9.100.034-2,2025-10-09,TARDE,Oncologia,True
9.100.034-2,2025-10-09,NOCHE,Neonatologia,False
9.100.034-2,2025-10-10,MANANA,Recuperacion,True
9.100.034-2,2025-10-10,TARDE,Quirurgico,False
9.100.034-2,2025-10-10,NOCHE,Recuperacion,False
9.100.034-2,2025-10-11,MANANA,Geriatria,True
9.100.034-2,2025-10-11,TARDE,Dialisis,True
9.100.034-2,2025-10-11,NOCHE,UCI,True
9.100.034-2,2025-10-12,MANANA,Geriatria,True
9.100.034-2,2025-10-12,TARDE,Geriatria,True
9.100.034-2,2025-10-12,NOCHE,SalaMedica,True
9.100.035-0,2025-09-29,MANANA,Neonatologia,True
9.100.035-0,2025-09-29,TARDE,Neonatologia,False
9.100.035-0,2025-09-29,NOCHE,Geriatria,True
9.100.035-0,2025-09-30,MANANA,Dialisis,True
9.100.035-0,2025-09-30,TARDE,Quirurgico,False
9.100.035-0,2025-09-30,NOCHE,Recuperacion,False
9.100.035-0,2025-10-01,MANANA,Geriatria,True
9.100.035-0,2025-10-01,TARDE,Hospitalizacion,True
9.100.035-0,2025-10-01,NOCHE,Psiquiatria,False
9.100.035-0,2025-10-02,MANANA,Neonatologia,False
9.100.035-0,2025-10-02,TARDE,Urgencias,True
9.100.035-0,2025-10-02,NOCHE,Neonatologia,False
9.100.035-0,2025-10-03,MANANA,Recuperacion,True
9.100.035-0,2025-10-03,TARDE,Psiquiatria,True
9.100.035-0,2025-10-03,NOCHE,SalaMedica,True
9.100.035-0,2025-10-04,MANANA,Quirurgico,True
9.100.035-0,2025-10-04,TARDE,Geriatria,False
9.100.035-0,2025-10-04,NOCHE,Quirurgico,True
9.100.035-0,2025-10-05,MANANA,Recuperacion,True
9.100.035-0,2025-10-05,TARDE,Infectologia,False
9.100.035-0,2025-10-05,NOCHE,Oncologia,True
9.100.035-0,2025-10-06,MANANA,Geriatria,False
9.100.035-0,2025-10-06,TARDE,Dialisis,False
9.100.035-0,2025-10-06,NOCHE,UCI,True
9.100.035-0,2025-10-07,MANANA,Geriatria,False
9.100.035-0,2025-10-07,TARDE,Urgencias,False
9.100.035-0,2025-10-07,NOCHE,Dialisis,True
9.100.035-0,2025-10-08,MANANA,Urgencias,False
9.100.035-0,2025-10-08,TARDE,Urgencias,True
9.100.035-0,2025-10-08,NOCHE,Pediatria,False
9.100.035-0,2025-10-09,MANANA,Psiquiatria,False
9.100.035-0,2025-10-09,TARDE,Pediatria,True
9.100.035-0,2025-10-09,NOCHE,Dialisis,False
9.100.035-0,2025-10-10,MANANA,Hospitalizacion,True
9.100.035-0,2025-10-10,TARDE,Infectologia,True
9.100.035-0,2025-10-10,NOCHE,Dialisis,True
9.100.035-0,2025-10-11,MANANA,Neonatologia,True
9.100.035-0,2025-10-11,TARDE,Cardiologia,True
9.100.035-0,2025-10-11,NOCHE,Psiquiatria,True
9.100.035-0,2025-10-12,MANANA,UCI,False
9.100.035-0,2025-10-12,TARDE,Neonatologia,True
9.100.035-0,2025-10-12,NOCHE,Psiquiatria,True
9.100.036-9,2025-09-29,MANANA,UCI,True
9.100.036-9,2025-09-29,TARDE,SalaMedica,True
9.100.036-9,2025-09-29,NOCHE,Infectologia,False
9.100.036-9,2025-09-30,MANANA,Urgencias,True
9.100.036-9,2025-09-30,TARDE,Geriatria,True
9.100.036-9,2025-09-30,NOCHE,Pediatria,True
9.100.036-9,2025-10-01,MANANA,Oncologia,False
9.100.036-9,2025-10-01,TARDE,UCI,True
9.100.036-9,2025-10-01,NOCHE,Urgencias,False
9.100.036-9,2025-10-02,MANANA,UCI,True
9.100.036-9,2025-10-02,TARDE,Psiquiatria,False
9.100.036-9,2025-10-02,NOCHE,Oncologia,True
9.100.036-9,2025-10-03,MANANA,Oncologia,True
9.100.036-9,2025-10-03,TARDE,Urgencias,True
9.100.036-9,2025-10-03,NOCHE,Pediatria,True
9.100.036-9,2025-10-04,MANANA,Psiquiatria,False
9.100.036-9,2025-10-04,TARDE,Cardiologia,True
9.100.036-9,2025-10-04,NOCHE,UCI,False
9.100.036-9,2025-10-05,MANANA,Neonatologia,True
9.100.036-9,2025-10-05,TARDE,Cardiologia,True
9.100.036-9,2025-10-05,NOCHE,Infectologia,True
9.100.036-9,2025-10-06,MANANA,UCI,False
9.100.036-9,2025-10-06,TARDE,Pediatria,True
9.100.036-9,2025-10-06,NOCHE,Psiquiatria,False
9.100.036-9,2025-10-07,MANANA,Neonatologia,True
9.100.036-9,2025-10-07,TARDE,Cardiologia,False
9.100.036-9,2025-10-07,NOCHE,SalaMedica,True
9.100.036-9,2025-10-08,MANANA,Urgencias,False
9.100.036-9,2025-10-08,TARDE,Psiquiatria,False
9.100.036-9,2025-10-08,NOCHE,Urgencias,False
9.100.036-9,2025-10-09,MANANA,Geriatria,True
9.100.036-9,2025-10-09,TARDE,Oncologia,True
